City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,venado tuerto,-33.7456,-61.9688,11.54,38,0,2.18,AR,1720468726
361,saudarkrokur,65.7461,-19.6394,13.4,64,78,0.26,IS,1720469313
362,la ronge,55.1001,-105.2842,27.12,38,100,3.6,CA,1720469063
363,santa cruz,-17.8,-63.1667,15.7,33,100,6.69,BO,1720469318
364,rocha,-34.4833,-54.3333,6.68,72,100,4.29,UY,1720469320
365,pyhaselka,62.4333,29.9667,17.15,78,95,3.09,FI,1720469323
366,khadan khak,30.7477,67.7085,24.4,57,2,1.85,PK,1720469326
367,northam,51.0333,-4.2167,13.7,93,100,8.05,GB,1720469329
368,solleftea,63.1667,17.2667,13.92,84,12,1.61,SE,1720469332
369,xining,36.6167,101.7667,15.25,83,99,1.24,CN,1720469334
370,lichtenburg,-26.152,26.1597,-0.51,43,0,3.71,ZA,1720469336
371,tucumcari,35.1717,-103.725,23.91,46,40,4.12,US,1720469338
372,remire-montjoly,4.9167,-52.2667,31.02,70,22,4.12,GF,1720469340
373,bargaal,11.2864,51.0773,27.53,72,48,4.72,SO,1720469343
374,mandera,3.9366,41.867,31.96,39,94,8.03,KE,1720469346
375,pindushi,62.9152,34.58,14.84,95,100,1.86,RU,1720469348
376,piattoni-villa sant'antonio,42.8634,13.7168,27.35,67,0,1.67,IT,1720469350
377,east hampton,37.0374,-76.3316,32.23,76,75,3.09,US,1720469302
378,whistler,50.1164,-122.9695,31.7,27,1,0.95,CA,1720469354
379,mikuni,36.2171,136.1519,22.67,94,100,1.44,JP,1720469356
380,priob'ye,62.5206,65.5964,17.16,64,25,0.66,RU,1720469359
381,zemio,5.0314,25.1361,22.05,78,66,1.28,CF,1720469361
382,karukh,34.4811,62.5863,24.81,28,0,8.68,AF,1720469364
383,hauterive,46.0901,3.4459,23.42,82,0,1.27,FR,1720469366
384,fada,7.25,4.0667,22.5,98,100,1.33,NG,1720469368
385,wakkanai,45.4094,141.6739,15.13,97,100,2.14,JP,1720469370
386,port douglas,-16.4833,145.4667,22.21,86,93,6.45,AU,1720469372
387,usinsk,65.9939,57.5281,16.07,59,36,2.09,RU,1720469374
388,egilsstadir,65.2653,-14.3948,14.77,61,100,3.94,IS,1720469377
389,tipasa,36.5897,2.4475,22.62,93,5,2.45,DZ,1720469379
390,mana,5.6592,-53.7767,27.71,79,11,2.97,GF,1720469170
391,tanjungtiram,4.0613,98.3699,24.43,95,100,1.39,ID,1720469383
392,anori,-3.7728,-61.6442,35.62,33,33,1.53,BR,1720469385
393,chifeng,42.2683,118.9636,19.29,55,17,0.55,CN,1720469389
394,farasan,16.7022,42.1183,32.1,74,99,7.66,SA,1720469391
395,fort bragg,35.139,-79.006,33.79,56,100,3.09,US,1720469393
396,imbituba,-28.24,-48.6703,10.66,88,100,5.81,BR,1720469248
397,yermakovskoye,53.2831,92.4003,18.8,83,88,0.59,RU,1720469398
398,satwas,22.5333,76.6833,27.74,83,21,1.63,IN,1720469400
399,dickson,36.077,-87.3878,34.75,60,40,2.06,US,1720469402
400,fortuna,40.5982,-124.1573,18.51,80,0,5.66,US,1720469307
401,sao vicente,-23.9631,-46.3919,20.1,59,100,1.34,BR,1720469406
402,abepura,-2.6333,140.5833,25.45,94,20,2.57,ID,1720469410
403,whitby,54.4877,-0.615,15.08,76,21,0.45,GB,1720469321
404,alibag,18.6411,72.8792,25.04,85,100,4.7,IN,1720469290
405,shingu,33.7333,135.9833,25.33,92,100,2.68,JP,1720469418
406,whakatane,-37.9585,176.9854,7.1,99,10,2.59,NZ,1720469420
407,sinabang,2.4803,96.3801,27.32,80,100,2.77,ID,1720469423
408,jinka,5.65,36.65,19.01,80,98,0.51,ET,1720469426
409,caleta de carquin,-11.0925,-77.6267,20.2,75,65,6.03,PE,1720469428
410,port shepstone,-30.7414,30.455,15.64,31,0,12.32,ZA,1720469431
411,kailua-kona,19.6406,-155.9956,26.27,80,100,1.34,US,1720469433
412,pandan,14.0453,124.1694,26.94,89,100,2.13,PH,1720469435
413,wau,7.7029,27.9953,25.19,63,95,1.58,SS,1720469411
414,selebi-phikwe,-21.979,27.8498,10.28,26,0,3.48,BW,1720469439
415,achinsk,56.2694,90.4993,15.11,83,100,1.7,RU,1720469441
416,terrace,54.5163,-128.6035,29.56,35,10,0.54,CA,1720469443
417,kollam,8.8833,76.6,25.88,86,87,5.67,IN,1720469445
418,parintins,-2.6283,-56.7358,34.38,38,34,2.14,BR,1720469447
419,callao,-12.0667,-77.15,24.12,83,68,6.89,PE,1720469449
420,tarko-sale,64.9225,77.785,13.56,65,0,4.96,RU,1720469451
421,manokwari,-0.8667,134.0833,25.62,82,100,2.86,ID,1720469163
422,yashan,22.1975,109.9419,25.32,96,49,1.64,CN,1720469455
423,tolanaro,-25.0319,46.9987,18.02,92,2,4.01,MG,1720469457
424,gangneung,37.7556,128.8961,22.31,92,100,1.66,KR,1720469460
425,selfoss,63.9331,-20.9971,12.25,73,67,4.55,IS,1720469462
426,chui,-33.6971,-53.4616,7.36,70,100,3.71,UY,1720469448
427,bengkulu,-3.8004,102.2655,24.54,87,100,3.74,ID,1720469466
428,linxia chengguanzhen,35.6003,103.2064,13.74,92,58,0.87,CN,1720469468
429,dryden,49.7833,-92.7503,19.16,77,100,2.57,CA,1720469471
430,salalah,17.0151,54.0924,26.44,90,100,3.4,OM,1720469473
431,yambio,4.5721,28.3955,21.95,74,2,2.01,SS,1720469475
432,morehead city,34.7229,-76.726,32.78,74,0,4.63,US,1720469477
433,pacific grove,36.6177,-121.9166,23.47,84,40,3.6,US,1720469448
434,poplar bluff,36.757,-90.3929,29.85,56,100,4.08,US,1720469485
435,vilyuysk,63.7553,121.6247,15.28,70,53,2.82,RU,1720469487
436,fontanelas,38.8472,-9.4372,20.09,84,20,3.09,PT,1720469489
437,sinjar,36.3209,41.8754,33.82,22,0,2.8,IQ,1720469493
438,creston,41.0586,-94.3614,27.62,69,40,2.06,US,1720469498
439,detva,48.5608,19.4195,16.84,88,13,1.92,SK,1720469502
440,bontang,0.1333,117.5,24.69,87,100,1.64,ID,1720469507
441,kruisfontein,-34.0033,24.7314,12.16,67,100,12.58,ZA,1720469509
442,fisterra,42.9049,-9.2629,18.34,97,100,9.32,ES,1720469512
443,parras de la fuente,25.4167,-102.1833,31.05,26,53,6.45,MX,1720469514
444,kindu,-2.95,25.95,24.48,61,78,0.24,CD,1720469516
445,knysna,-34.0363,23.0471,10.79,66,95,7.13,ZA,1720469518
446,tindouf,27.6711,-8.1474,29.14,23,0,8.79,DZ,1720469520
447,kayangel,8.0823,134.7173,28.58,70,98,2.66,PW,1720469522
448,tokar,18.4254,37.729,33.08,56,0,7.07,SD,1720469525
449,teluknaga,-6.0989,106.6381,27.57,88,40,2.06,ID,1720469527
450,new plymouth,-39.0667,174.0833,7.67,100,5,3.4,NZ,1720469365
451,charcas,23.1333,-101.1167,24.91,40,95,3.59,MX,1720469305
452,buka,40.8108,69.1986,25.11,36,8,2.38,UZ,1720469533
453,minzhu,43.7286,127.3447,14.97,89,70,1.53,CN,1720469535
454,heze,35.2431,115.4411,22.87,93,61,3.99,CN,1720469537
455,dutsin-ma,12.4517,7.4981,29.04,52,24,3.09,NG,1720469539
456,harstad,68.799,16.5293,11.66,86,100,3.83,NO,1720469541
457,ilebo,-4.3167,20.5833,23.67,34,56,0.86,CD,1720469543
458,margate,51.3813,1.3862,15.73,84,100,4.26,GB,1720469269
459,axim,4.8699,-2.2405,24.77,86,86,3.89,GH,1720469547
460,acarau,-2.8856,-40.12,26.63,75,99,8.5,BR,1720469549
461,igarka,67.4667,86.5833,11.3,74,86,4.07,RU,1720469553
462,ryotsu-minato,38.0833,138.4333,23.2,91,100,7.44,JP,1720469558
463,suva,-18.1416,178.4415,23.71,69,40,3.6,FJ,1720469560
464,alora,36.8236,-4.7058,23.05,36,3,2.06,ES,1720469562
465,rajin,42.2489,130.3003,19.85,97,92,1.78,KP,1720469564
466,port victoria,0.0939,33.9756,21.82,72,18,3.11,KE,1720469566
467,arizona city,32.7559,-111.671,44.21,13,0,3.2,US,1720469449
468,itoman,26.1247,127.6694,29.49,89,20,4.63,JP,1720469571
469,carbonear,47.7332,-53.2148,25.64,87,23,2.15,CA,1720469573
470,ulladulla,-35.35,150.4667,12.06,92,100,2.88,AU,1720469575
471,port macquarie,-31.4333,152.9167,13.37,99,100,1.34,AU,1720469577
472,portland,45.5234,-122.6762,36.4,33,0,3.09,US,1720469511
473,athens,37.9795,23.7162,31.25,35,0,3.09,GR,1720469498
474,kurchatov,51.6601,35.6521,25.23,94,26,3.88,RU,1720469584
475,galliano,29.4422,-90.2992,33.33,62,40,4.63,US,1720469586
476,haiku-pauwela,20.9219,-156.3051,28.45,68,40,6.17,US,1720469588
477,nabire,-3.3667,135.4833,24.21,93,100,1.45,ID,1720469590
478,kudahuvadhoo,2.6708,72.8944,28.97,73,100,3.5,MV,1720469592
479,cambria,35.5641,-121.0808,39.58,62,37,3.42,US,1720469595
480,el bolson,-41.9667,-71.5167,3.3,83,48,2.06,AR,1720469598
481,nikolayevsk,50.0282,45.4595,21.99,39,2,4.26,RU,1720469600
482,laojunmiao,39.8333,97.7333,20.28,42,90,2.58,CN,1720469603
483,lake geneva,42.5917,-88.4334,28.1,74,100,2.57,US,1720469570
484,hlinsko,49.7621,15.9076,19.94,82,2,1.35,CZ,1720469608
485,bima,-8.4667,118.7167,22.68,97,33,1.49,ID,1720469610
486,sagua de tanamo,20.5819,-75.2414,33.37,46,100,4.65,CU,1720469612
487,coxim,-18.5067,-54.76,21.63,54,82,3.93,BR,1720469614
488,riolandia,-19.9808,-49.6819,27.94,36,43,4.62,BR,1720469617
489,antonina,-25.4286,-48.7119,15.82,99,100,0.23,BR,1720469619
490,tevriz,57.509,72.4042,17.03,68,88,1.91,RU,1720469622
491,smithers,54.7804,-127.1743,30.75,26,7,0.66,CA,1720469451
492,susuman,62.7833,148.1667,10.6,63,100,1.48,RU,1720469628
493,coaticook,45.1334,-71.7991,29.61,42,55,3.37,CA,1720469631
494,sarikei,2.1167,111.5167,23.89,84,100,0.86,MY,1720469633
495,tianpeng,30.9866,103.9393,23.26,93,100,1.49,CN,1720469636
496,el calafate,-50.3408,-72.2768,-0.82,76,2,0.65,AR,1720469399
497,port elizabeth,-33.918,25.5701,13.39,64,20,12.86,ZA,1720469618
498,sisimiut,66.9395,-53.6735,4.35,96,100,2.46,GL,1720469646
499,novokruchininskiy,51.7833,113.7667,14.85,89,93,0.52,RU,1720469649
500,coronel suarez,-37.4547,-61.9334,6.03,52,19,1.59,AR,1720469652
501,saint-joseph,-21.3667,55.6167,18.21,69,8,2.19,RE,1720469655
502,chinde,26.8212,87.7095,24.9,90,100,0.89,NP,1720469658
503,srivardhan,18.0333,73.0167,26.72,87,100,4.33,IN,1720469660
504,markovo,57.3206,107.0881,20.41,73,100,1.24,RU,1720469662
505,vilyuchinsk,52.9306,158.4028,12.15,93,100,0.83,RU,1720469665
506,kuching,1.55,110.3333,26.12,96,20,1.03,MY,1720469667
507,santana,-0.0583,-51.1817,32.1,58,40,3.09,BR,1720469670
508,tercan,39.7794,40.3925,14.37,84,79,2.25,TR,1720469672
509,niafunke,15.9322,-3.9906,29.04,61,100,8.33,ML,1720469674
510,muzaffarpur,26.1167,85.4,30.53,69,66,3.5,IN,1720469676
511,farshut,26.0549,32.1633,32.29,20,0,3.11,EG,1720469678
512,palikir - national government center,6.9248,158.1611,28.41,79,100,2.06,FM,1720469681
513,cockburn town,21.4612,-71.1419,27.88,85,12,7.59,TC,1720469683
514,queenstown,-31.8976,26.8753,3.32,53,2,11.23,ZA,1720469685
515,lamu,-2.2717,40.902,25.27,81,0,6.5,KE,1720469687
516,ghat,24.9647,10.1728,34.35,10,0,5.41,LY,1720469689
517,aleg,17.0481,-13.9209,36.39,24,69,5.8,MR,1720469691
518,walvis bay,-22.9575,14.5053,12.83,64,0,5.17,,1720469693
519,jining,35.405,116.5814,23.54,94,100,4.26,CN,1720469695
520,quellon,-43.1167,-73.6167,7.08,73,41,5.66,CL,1720469419
521,montagu,-40.7667,144.9667,11.75,96,100,1.05,AU,1720469699
522,severo-yeniseyskiy,60.3725,93.0408,9.67,82,67,0.83,RU,1720469701
523,reitz,-27.8014,28.4273,-0.59,48,0,4.96,ZA,1720469703
524,weston-super-mare,51.346,-2.9766,15.02,93,75,4.63,GB,1720469705
525,huarmey,-10.0681,-78.1522,21.05,73,18,5.42,PE,1720469707
526,salinopolis,-0.6136,-47.3561,27.07,82,18,2.19,BR,1720469709
527,wajir,1.7471,40.0573,28.42,44,100,10.13,KE,1720469711
528,zhangzhou,24.5133,117.6556,27.96,96,4,0.45,CN,1720469713
529,porbandar,21.6422,69.6093,29.47,78,99,2.75,IN,1720469716
530,marsa alam,25.0757,34.8918,31.73,44,12,2.23,EG,1720469718
531,puerto quijarro,-17.7833,-57.7667,18.01,53,99,3.36,BO,1720469720
532,victoria,22.2855,114.1577,30.21,80,100,2.68,HK,1720469652
533,tamanrasset,22.785,5.5228,30.95,25,40,2.06,DZ,1720469724
534,buarcos,40.166,-8.8768,19.19,88,100,3.22,PT,1720469726
535,butterworth,5.3991,100.3638,27.02,83,20,0.0,MY,1720469728
536,zeya,53.75,127.2667,13.23,67,0,2.5,RU,1720469731
537,bratsk,56.1325,101.6142,18.27,98,100,1.78,RU,1720469734
538,vila franca do campo,37.7167,-25.4333,22.23,91,99,7.2,PT,1720469736
539,charters towers,-20.1,146.2667,15.03,92,0,3.25,AU,1720469738
540,gandi,12.9636,5.7434,30.29,51,33,3.87,NG,1720469740
541,morant bay,17.8815,-76.4093,32.79,74,88,5.85,JM,1720469742
542,muynoq,43.7683,59.0214,23.85,58,0,2.44,UZ,1720469744
543,kostanay,53.1667,63.5833,18.16,82,0,3.0,KZ,1720469746
544,baud,20.8333,84.3167,27.11,86,81,2.08,IN,1720469748
545,rawson,-43.3002,-65.1023,6.03,60,100,1.82,AR,1720469750
546,punta cana,18.5818,-68.4043,29.87,74,40,6.17,DO,1720469752
547,ilheus,-14.7889,-39.0494,25.9,78,20,2.06,BR,1720469754
548,villanueva,15.3167,-88.0,32.55,66,75,3.09,HN,1720469670
549,kangaba,11.9333,-8.4167,26.41,75,18,2.71,ML,1720469758
550,petrovsk-zabaykal'skiy,51.273,108.843,16.08,84,81,0.89,RU,1720469760
551,sandnessjoen,66.0217,12.6316,15.29,88,75,5.66,NO,1720469763
552,limassol,34.675,33.0333,28.43,94,40,3.09,CY,1720469543
553,pariaman,-0.619,100.12,26.03,78,93,1.27,ID,1720469767
554,firminopolis,-16.5819,-50.305,30.23,25,24,0.97,BR,1720469770
555,korla,41.7597,86.1469,26.59,31,0,1.37,CN,1720469774
556,pechora,65.1472,57.2244,17.7,63,1,1.69,RU,1720469776
557,maintirano,-18.0667,44.0167,21.04,74,10,3.49,MG,1720469779
558,roma,43.2128,-75.4557,31.95,46,0,1.54,US,1720469615
559,nouadhibou,20.931,-17.0347,20.99,73,36,8.75,MR,1720469783
560,east ballina,-28.8667,153.5833,14.33,85,100,1.94,AU,1720469785
561,paragominas,-2.9667,-47.4833,28.75,67,86,1.01,BR,1720469787
562,kill devil hills,36.0307,-75.676,32.01,58,0,2.06,US,1720469789
563,dauphin,51.1494,-100.0502,26.08,44,100,1.54,CA,1720469791
564,wynyard,-41.0,145.7167,11.35,96,100,1.34,AU,1720469793
565,tangalle,6.024,80.7911,26.3,85,100,3.93,LK,1720469795
566,maceio,-9.6658,-35.7353,23.69,94,100,3.6,BR,1720469789
567,emerald,-23.5333,148.1667,12.97,96,8,2.37,AU,1720469799
568,zouerate,22.7187,-12.4521,33.99,11,7,8.65,MR,1720469801
569,shubarshi,48.5872,57.1869,26.7,48,66,1.53,KZ,1720469803
570,mandalgovi,45.7625,106.2708,20.28,43,41,1.89,MN,1720469805
571,point fortin,10.1833,-61.6833,31.05,70,100,4.21,TT,1720469807
572,bahia de kino,28.8333,-111.9333,32.51,56,0,7.72,MX,1720469811
573,bay city,43.5945,-83.8889,29.97,65,40,4.63,US,1720469761
574,verkhnedneprovskiy,54.9813,33.3457,17.57,81,54,0.42,RU,1720469818
575,namibe,-15.1961,12.1522,18.02,83,82,2.17,AO,1720469821
576,villamontes,-21.25,-63.5,14.69,36,100,2.06,BO,1720469823
577,kavieng,-2.5744,150.7967,27.04,83,100,5.07,PG,1720469825
578,manay,7.215,126.5397,23.6,86,56,1.85,PH,1720469827
579,amursk,50.2261,136.8994,11.81,76,100,3.38,RU,1720469829
